,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
330410,1203.5051,Leon Derczynski,Leon Derczynski and Robert Gaizauskas,Analysing Temporally Annotated Corpora with CAVaT,,Proc. LREC (2010) 398-404,,,cs.CL,http://creativecommons.org/licenses/by/3.0/,"  We present CAVaT, a tool that performs Corpus Analysis and Validation for
TimeML. CAVaT is an open source, modular checking utility for statistical
analysis of features specific to temporally-annotated natural language corpora.
It provides reporting, highlights salient links between a variety of general
and time-specific linguistic features, and also validates a temporal annotation
to ensure that it is logically consistent and sufficiently annotated. Uniquely,
CAVaT provides analysis specific to TimeML-annotated temporal information.
TimeML is a standard for annotating temporal information in natural language
text. In this paper, we present the reporting part of CAVaT, and then its
error-checking ability, including the workings of several novel TimeML document
verification methods. This is followed by the execution of some example tasks
using the tool to show relations between times, events, signals and links. We
also demonstrate inconsistencies in a TimeML corpus (TimeBank) that have been
detected with CAVaT.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 17:45:39 GMT'}]",2012-03-23,"[['Derczynski', 'Leon', ''], ['Gaizauskas', 'Robert', '']]"
330414,1203.5055,Leon Derczynski,Leon Derczynski and Robert Gaizauskas,Using Signals to Improve Automatic Classification of Temporal Relations,,,,,cs.CL,http://creativecommons.org/licenses/by/3.0/,"  Temporal information conveyed by language describes how the world around us
changes through time. Events, durations and times are all temporal elements
that can be viewed as intervals. These intervals are sometimes temporally
related in text. Automatically determining the nature of such relations is a
complex and unsolved problem. Some words can act as ""signals"" which suggest a
temporal ordering between intervals. In this paper, we use these signal words
to improve the accuracy of a recent approach to classification of temporal
links.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 17:50:08 GMT'}]",2012-03-23,"[['Derczynski', 'Leon', ''], ['Gaizauskas', 'Robert', '']]"
330419,1203.506,Leon Derczynski,Leon Derczynski and Robert Gaizauskas,USFD2: Annotating Temporal Expresions and TLINKs for TempEval-2,Part of TempEval-2,"Proc. 5th International Workshop on Semantic Evaluation (2010)
  337-340",,,cs.CL,http://creativecommons.org/licenses/by/3.0/,"  We describe the University of Sheffield system used in the TempEval-2
challenge, USFD2. The challenge requires the automatic identification of
temporal entities and relations in text. USFD2 identifies and anchors temporal
expressions, and also attempts two of the four temporal relation assignment
tasks. A rule-based system picks out and anchors temporal expressions, and a
maximum entropy classifier assigns temporal link labels, based on features that
include descriptions of associated temporal signal words. USFD2 identified
temporal expressions successfully, and correctly classified their type in 90%
of cases. Determining the relation between an event and time expression in the
same sentence was performed at 63% accuracy, the second highest score in this
part of the challenge.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 17:59:22 GMT'}]",2012-03-23,"[['Derczynski', 'Leon', ''], ['Gaizauskas', 'Robert', '']]"
330421,1203.5062,Leon Derczynski,Leon Derczynski and Robert Gaizauskas,An Annotation Scheme for Reichenbach's Verbal Tense Structure,,"Proc. 6th Joint ACL-ISO Workshop on Interoperable Semantic
  Annotation (2011) 10-17",,,cs.CL,http://creativecommons.org/licenses/by/3.0/,"  In this paper we present RTMML, a markup language for the tenses of verbs and
temporal relations between verbs. There is a richness to tense in language that
is not fully captured by existing temporal annotation schemata. Following
Reichenbach we present an analysis of tense in terms of abstract time points,
with the aim of supporting automated processing of tense and temporal relations
in language. This allows for precise reasoning about tense in documents, and
the deduction of temporal relations between the times and verbal events in a
discourse. We define the syntax of RTMML, and demonstrate the markup in a range
of situations.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 18:05:26 GMT'}]",2012-03-23,"[['Derczynski', 'Leon', ''], ['Gaizauskas', 'Robert', '']]"
330425,1203.5066,Leon Derczynski,Leon Derczynski and Robert Gaizauskas,A Corpus-based Study of Temporal Signals,Proc. Corpus Linguistics (2011),"Proceedings of the 6th Conference on Corpus Linguistics (2011),
  No. 197, pp. 1--8",,,cs.CL,http://creativecommons.org/licenses/by/3.0/,"  Automatic temporal ordering of events described in discourse has been of
great interest in recent years. Event orderings are conveyed in text via va
rious linguistic mechanisms including the use of expressions such as ""before"",
""after"" or ""during"" that explicitly assert a temporal relation -- temporal
signals. In this paper, we investigate the role of temporal signals in temporal
relation extraction and provide a quantitative analysis of these expres sions
in the TimeBank annotated corpus.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 18:08:47 GMT'}]",2013-01-25,"[['Derczynski', 'Leon', ''], ['Gaizauskas', 'Robert', '']]"
330428,1203.5069,Gabriel Tucci,Gabriel H. Tucci,Random Regular Graphs are not Asymptotically Gromov Hyperbolic,"6 pages, 2 figures",,,,math.MG cs.NI math.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper we prove that random $d$--regular graphs with $d\geq 3$ have
traffic congestion of the order $O(n\log_{d-1}^{3}(n))$ where $n$ is the number
of nodes and geodesic routing is used. We also show that these graphs are not
asymptotically $\delta$--hyperbolic for any non--negative $\delta$ almost
surely as $n\to\infty$.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 18:20:55 GMT'}]",2012-03-23,"[['Tucci', 'Gabriel H.', '']]"
330432,1203.5073,Leon Derczynski,"Amev Burman, Arun Jayapal, Sathish Kannan, Madhu Kavilikatta, Ayman
  Alhelbawy, Leon Derczynski, Robert Gaizauskas","USFD at KBP 2011: Entity Linking, Slot Filling and Temporal Bounding",Proc. Text Analysis Conference (2011),,,,cs.CL,http://creativecommons.org/licenses/by/3.0/,"  This paper describes the University of Sheffield's entry in the 2011 TAC KBP
entity linking and slot filling tasks. We chose to participate in the
monolingual entity linking task, the monolingual slot filling task and the
temporal slot filling tasks. We set out to build a framework for
experimentation with knowledge base population. This framework was created, and
applied to multiple KBP tasks. We demonstrated that our proposed framework is
effective and suitable for collaborative development efforts, as well as useful
in a teaching environment. Finally we present results that, while very modest,
provide improvements an order of magnitude greater than our 2010 attempt.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 18:34:19 GMT'}]",2012-03-23,"[['Burman', 'Amev', ''], ['Jayapal', 'Arun', ''], ['Kannan', 'Sathish', ''], ['Kavilikatta', 'Madhu', ''], ['Alhelbawy', 'Ayman', ''], ['Derczynski', 'Leon', ''], ['Gaizauskas', 'Robert', '']]"
330435,1203.5076,Leon Derczynski,Leon Derczynski and H\'ector Llorens and Estela Saquete,Massively Increasing TIMEX3 Resources: A Transduction Approach,Proc. LREC (2012),"Proceedings of the 8th international conference on Language
  Resources and Evaluation (2012), pp. 3754-3761",,,cs.CL,http://creativecommons.org/licenses/by/3.0/,"  Automatic annotation of temporal expressions is a research challenge of great
interest in the field of information extraction. Gold standard
temporally-annotated resources are limited in size, which makes research using
them difficult. Standards have also evolved over the past decade, so not all
temporally annotated data is in the same format. We vastly increase available
human-annotated temporal expression resources by converting older format
resources to TimeML/TIMEX3. This task is difficult due to differing annotation
methods. We present a robust conversion tool and a new, large temporal
expression resource. Using this, we evaluate our conversion process by using it
as training data for an existing TimeML annotation tool, achieving a 0.87 F1
measure -- better than any system in the TempEval-2 timex recognition exercise.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 18:45:07 GMT'}]",2012-11-13,"[['Derczynski', 'Leon', ''], ['Llorens', 'Héctor', ''], ['Saquete', 'Estela', '']]"
330437,1203.5078,Tranos Zuva,"Tranos Zuva, Oludayo O. Olugbara, Sunday O. Ojo and Seleman M. Ngwira","Kernel Density Feature Points Estimator for Content-Based Image
  Retrieval",ISSN 0975-5578 (Online) 0975-5934 (Print),"Signal & Image Processing: An International Journal (SIPIJ), Vol.4
  No 1, February 2012, Pages: 103-111",,,cs.CV,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Research is taking place to find effective algorithms for content-based image
representation and description. There is a substantial amount of algorithms
available that use visual features (color, shape, texture). Shape feature has
attracted much attention from researchers that there are many shape
representation and description algorithms in literature. These shape image
representation and description algorithms are usually not application
independent or robust, making them undesirable for generic shape description.
This paper presents an object shape representation using Kernel Density Feature
Points Estimator (KDFPE). In this method, the density of feature points within
defined rings around the centroid of the image is obtained. The KDFPE is then
applied to the vector of the image. KDFPE is invariant to translation, scale
and rotation. This method of image representation shows improved retrieval rate
when compared to Density Histogram Feature Points (DHFP) method. Analytic
analysis is done to justify our method, which was compared with the DHFP to
prove its robustness.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 18:47:57 GMT'}]",2012-03-23,"[['Zuva', 'Tranos', ''], ['Olugbara', 'Oludayo O.', ''], ['Ojo', 'Sunday O.', ''], ['Ngwira', 'Seleman M.', '']]"
330443,1203.5084,Leon Derczynski,"Leon Derczynski, Jun Wang, Robert Gaizauskas and Mark A. Greenwood",A Data Driven Approach to Query Expansion in Question Answering,,Proc. IR4QA Workshop (2008) 34-41,,,cs.CL cs.IR,http://creativecommons.org/licenses/by/3.0/,"  Automated answering of natural language questions is an interesting and
useful problem to solve. Question answering (QA) systems often perform
information retrieval at an initial stage. Information retrieval (IR)
performance, provided by engines such as Lucene, places a bound on overall
system performance. For example, no answer bearing documents are retrieved at
low ranks for almost 40% of questions.
  In this paper, answer texts from previous QA evaluations held as part of the
Text REtrieval Conferences (TREC) are paired with queries and analysed in an
attempt to identify performance-enhancing words. These words are then used to
evaluate the performance of a query expansion method.
  Data driven extension words were found to help in over 70% of difficult
questions. These words can be used to improve and evaluate query expansion
methods. Simple blind relevance feedback (RF) was correctly predicted as
unlikely to help overall performance, and an possible explanation is provided
for its low value in IR for QA.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 19:19:02 GMT'}]",2012-03-23,"[['Derczynski', 'Leon', ''], ['Wang', 'Jun', ''], ['Gaizauskas', 'Robert', ''], ['Greenwood', 'Mark A.', '']]"
